Publishers,Game,Metascore
Beau Blyth,Moonchild,66.0
Quickfire Labs,eden*,66.0
Bohemia Interactive,AMazing TD,66.0
Strategy First,Dawn of the Breakers,66.0
Final Boss Entertainment,Buffy Stole Your Sandwich,66.0
Luden.io,Tetropunk,66.0
Awesome Games Studio,Gold Miner,66.0
"LucasArts, Lucasfilm, Disney",Hextech Mayhem: A League of Legends Story,66.0
Fatshark,Touhou Mystia's Izakaya,66.0
Fate Dragon Studio,Krosmaster Arena,66.0
Wales Interactive,Blood of Patriots,66.0
Wales Interactive,Blood of Magic,66.0
"LucasArts, Lucasfilm, Disney",Akuto: Showdown,66.0
Limasse Five,eXperience 112,66.0
Vive Studios,Dieselpunk Wars Prologue,66.0
Limasse Five,Expelled,66.0
BraveWolf,Granny Simulator,66.0
SaintXi,Fishing at Lotus Lakes,66.0
Beau Blyth,Moondust: Knuckles Tech Demos,66.0
Prime Matter,Bus-Simulator 2012,66.0
"LRDGames, Inc.",Hero Among Us,66.0
"LRDGames, Inc.",Hermitage: Strange Case Files,66.0
"LRDGames, Inc.",Hermes: War of the Gods,66.0
Super.com,Robert: Space Stories and Battles,66.0
Puuba,Dandy Dungeon - Legend of Brave Yamada -,66.0
Krillbite Studio,Astebreed: Definitive Edition,66.0
Krillbite Studio,Assemble with Care,66.0
Kot in Action Creative Artel,HYPERFIGHT,66.0
Leiting Interactive,MirrorMoon EP,66.0
Kingdom Games,月之暗面 The Dark Side Of The Moon,66.0
Ubisoft,SWORD ART ONLINE Alicization Lycoris,66.0
SEGA,Apocalipsis,66.0
THQ Nordic,NeuroVoider,66.0
THQ Nordic,Netsoccer,66.0
THQ Nordic,Nethergate: Resurrection,66.0
Idea Factory International,Beatitas,66.0
Deep Silver,Adventure Climb VR,66.0
"IllFonic, Psyop Games",Baby Shark VR Dancing,66.0
Dark Day Interactive,Red Planet Farming,66.0
"Buka Entertainment, WhisperGames",最后的巫后：众王纷争的年代 Witch Queen,66.0
Damian Sommer,Blue Rabbit,66.0
Damian Sommer,Blue Max: Aces of the Great War,66.0
Scott Cawthon,Penguins Arena: Sedna's World,66.0
Rubycone,SkyTime,66.0
Daedalic Entertainment,Dancing Girl,66.0
"Scrap Yard Productions, LLC",Escape from Tatris,66.0
Iceberg Interactive,Ship Graveyard Simulator,66.0
Iceberg Interactive,Ship Ahoy Open BETA,66.0
Team17 Digital Ltd,決戰亞爾薩/Heroes of Arzar,66.0
Team17 Digital Ltd,江湖余生：缘起,66.0
Team17 Digital Ltd,Whispers of a Machine,66.0
"Dejobaan Games, LLC",Anime Play Life: Unlimited,66.0
Iceberg Interactive,PSIONIC,66.0
THQ Nordic,The TakeOver,66.0
Team17 Digital Ltd,Blackfoot Burrows,66.0
Team17 Digital Ltd,Blackfaun,66.0
SEGA,XXZ,66.0
Digital Dreams,from view,66.0
Digital Dreams,From Village to Empire,66.0
Hikergames,Led It Rain,66.0
Hikergames,Led It Rain VR,66.0
Targem Games,TUNNEL DIVERS,66.0
SaintXi,Fishing Adventure VR,66.0
Daedalic Entertainment,DAEMON X MACHINA,66.0
Daedalic Entertainment,D4: Dark Dreams Don’t Die -Season One-,66.0
Jesse Makkonen,BASMENT DWELLERS,66.0
Ubisoft,A Planet of Mine,66.0
"Buka Entertainment, WhisperGames",最后的阳光 The Last Sunshine,66.0
"Buka Entertainment, WhisperGames",最強の囲碁 ～名人への道～ / Igo Meijin,66.0
"Buka Entertainment, WhisperGames",最末行程：胜利路19号,66.0
CBE software,I Will Escape,66.0
CBE software,I will eat you,66.0
MAGICS,Fork Parker's Holiday Profit Hike,66.0
Kingdom Games,最后的大法师 光明之旅(Last Archmage Journey of Light),66.0
CI Games,My Free Farm 2,66.0
"Hayden , Rothman",Air Conflicts: Vietnam,66.0
Egosoft,Sacred Fire: A Role Playing Game,66.0
Capcom,Gyromancer,66.0
Rebellion,RoBros,66.0
Capcom,Lost Crew,66.0
Capcom,WWE 2K22,66.0
Earthbound Games Ltd.,BlazeRush,66.0
Jesse Makkonen,Bass Blocks,66.0
Kalypso Media Digital,Game Studio Simulator（我要做游戏）,66.0
THQ Nordic,Chicken with Chainguns,66.0
THQ Nordic,China: Mao's legacy,66.0
Duion,Paper Bride,66.0
"Secret 6, LLC",Dark Sector,66.0
Cococucumber,Asdivine Hearts II,66.0
Cococucumber,Asdivine Kamura,66.0
"KPL, Osprey Publishing",The Uncertain: Light At The End,66.0
"KPL, Osprey Publishing",The Town of Light,66.0
Rising Star Games,Super Forklift 3000,66.0
Curve Games,Ashen,66.0
Curve Games,Ashes of Creation Apocalypse,66.0
Headup,Gorilla Unko,66.0
Headup,Goroons,66.0
Strategy First,Dawn of Kagura: Natsu's Story,66.0
SaintXi,Fishing Frenzy,66.0
Good Shepherd Entertainment,Alien Age,66.0
Nacon,Greed Knights,66.0
Gameloft,M.A.R.S.,66.0
Glass Bottom Games,A-Train PC Classic / みんなのA列車で行こうPC,66.0
Good Shepherd Entertainment,Alien AI,66.0
Gameloft,Lugaru HD,66.0
Good Shepherd Entertainment,Alien Attack,66.0
Merge Publishing,Sakura Succubus,66.0
Merge Publishing,Sakura Sadist,66.0
Other Kind Games,Aeve:Zero Gravity,66.0
1C Entertainment,Dance Waifu,66.0
Perfect World Entertainment,Resident Evil Revelations 2,66.0
Another Indie,Gondola's Adventure,66.0
Other Kind Games,Aethernaut,66.0
Another Indie,Gone Astray,66.0
Nacon,Green Phoenix,66.0
1C Entertainment,Dance with me,66.0
1C Entertainment,Dance With Memes,66.0
Freebird Games,A Mortician's Tale,66.0
Glass Bottom Games,A-Train 9 V4.0 : Japan Rail Simulator,66.0
Freebird Games,A Long Road Home,66.0
SouthPeak Games,Unity of Command: Stalingrad Campaign,66.0
Paradox Interactive,Defense Technica,66.0
505 Games,Kings and Heroes,66.0
Xbox Game Studios,Wolfenstein II: The New Colossus,66.0
Xbox Game Studios,Wizard of Legend,66.0
Soldak Entertainment,MagicalGirl Mimi,66.0
Soldak Entertainment,MagicCat,66.0
Modern Wolf,George: A Horror Story,66.0
Modern Wolf,Georifters,66.0
Microids,JuVentures,66.0
Focus Home Interactive,Blessed Surface,66.0
Zaxis Games,Reign: Conflict of Nations,66.0
Akupara Games,Desdemona,66.0
Akupara Games,Desperados 2: Cooper's Revenge,66.0
Glass Bottom Games,A-Train 8,66.0
Freebird Games,A Kiss For The Petals - Remembering How We Met,66.0
Another Indie,Gone Fireflies,66.0
Paradox Interactive,Defense Of Greece TD,66.0
Wired Productions,Enigmatis: The Ghosts of Maple Creek,66.0
GSC World Publishing,Swiftly,66.0
Arif Games,Yasai Ninja,66.0
Arif Games,yarne,66.0
Whale Hammer Games,Jigsaw Novel - Double Trouble,66.0
Whale Hammer Games,Jigsaw Novel - Futanari Nurse,66.0
Whale Hammer Games,Jigsaw Novel - Kinky Bondage,66.0
Arif Games,YASG,66.0
Whale Hammer Games,Jigsaw Jolt: Neural Style 1,66.0
Wired Productions,Enigmatis 2: The Mists of Ravenwood,66.0
Headup,Childhood grocery 辣条杂货店 学校小卖部 :令人感动的童年回忆，经典策略模拟经营解密,65.0
Digital Tribe,Inevitable VR,65.0
Kalypso Media Digital,Mandew vs the Colorless Curse,65.0
Headup,Child Phobia: Nightcoming Fears,65.0
Scary Bee LLC,Laserium,65.0
Monkeys Lab.,Pink Hour,65.0
Triskell Interactive,Alchemania,65.0
Iceberg Interactive,Boom Stick,65.0
Digital Tribe,Inexistence Rebirth,65.0
Headup,Children of a Dead Earth,65.0
Iceberg Interactive,Boom slayer,65.0
Triskell Interactive,Alchemelee,65.0
Triskell Interactive,Alchemage,65.0
Missing Link Games,Daily Wife,65.0
Kalypso Media Digital,Manhunter,65.0
Papaya Play,Qbeh-1: The Atlas Cube,65.0
GDT Limited,Accel World VS. Sword Art Online Deluxe Edition,65.0
Focus Home Interactive,Power & Revolution,65.0
Capcom,Drive Isle,65.0
GSC Game World,Commander: The Great War,65.0
505 Games,Call of the Sea,65.0
"Games Operators, Modus Games",BACK TO THE EGG! Tower Defense,65.0
FireFly Studios,Lilly and Sasha: Guardian Angels,65.0
Digital Confectioners,EARTH DEFENSE FORCE 5,65.0
Paradox Interactive,A Giant Problem,65.0
Ediogames,My Cute Fuhrer,65.0
"13AM Shipping Solutions, 13AM Games",Art Heist,65.0
tinyBuild,Crusaders of Light,65.0
Capcom,Rise to Ruins,65.0
Misfits Attic,AaAaAA!!! - A Reckless Disregard for Gravity,65.0
2K,Wonhon: Prologue,65.0
Iceberg Interactive,Chubby Bear Smash,65.0
Fun Games For Free,Glacier 3: The Meltdown,65.0
Iceberg Interactive,Chubmen's Strange Case File~Chapter Of Corridor~,65.0
PIXOWL INC.,Mon Bazou,65.0
Bytebin,Heroes of Annihilated Empires,65.0
Frogwares,Fantasy Fairways,65.0
THQ Nordic,RollerCoaster Tycoon World,65.0
Frontier Foundry,Inzo,65.0
Rusty Lake,Eschalon: Book I,65.0
Rusty Lake,Eschalon: Book II,65.0
Frontier Foundry,Inyoku Shoujo,65.0
Daedalic Entertainment,The Lords of the Earth Flame,65.0
Dohi Sweden AB,Aerial Destruction,65.0
Daedalic Entertainment,The Lost Souls,65.0
teedoubleuGAMES,Achievement Killer,65.0
teedoubleuGAMES,Achievement Collector: Zombie,65.0
Frogwares,The Pirate: Caribbean Hunt,65.0
Nacon,Seven Kingdoms: Ancient Adversaries,65.0
teedoubleuGAMES,Achievement Collector: Space,65.0
PID Games,Child of the Wind,65.0
GabberGames.com,Loser Reborn,65.0
Sparkypants Studios LLC,Lines X,65.0
GabberGames.com,Lornsword Winter Chronicle,65.0
Telltale Games,MechWarrior 5: Mercenaries,65.0
Team17 Digital Ltd,The Lost Island,65.0
"KRAFTON, Inc.",NEXT JUMP: Shmup Tactics,65.0
Games Farm,Russian AYE Race,65.0
Team17 Digital Ltd,The Lost Legends of Redwall: The Scout Act 3,65.0
Ziggurat,Static,65.0
DreamPunks,Minit,65.0
Topware Interactive,Aberoth,65.0
Screwtape Studios,"World of DASM, DASM Spell Quest",65.0
Team17 Digital Ltd,The Marvellous Miss Take,65.0
"Tilted Mill Entertainment, Inc.",A song in the void,65.0
"Tilted Mill Entertainment, Inc.",A Sound Plan,65.0
"Rocketeer Games Studio, LLC",QP Shooting - Dangerous!!,65.0
"CyberStep, Inc.",Fieldrunners,65.0
Jarbit,Abyss: The Wraiths of Eden,65.0
FireFly Studios,Lilly and Sasha: Nexus of Souls,65.0
Misfits Attic,A Wonder,65.0
Alientrap,Battleplan: American Civil War,65.0
Blue Isle Publishing,Gibbous - A Cthulhu Adventure,65.0
"AurumDust, WhisperGames",BombTag,65.0
Guru Games,99Vidas,65.0
"XSEED Games, Marvelous USA, Inc.",Lazors,65.0
Pyrodactyl,Lil Tanks,65.0
Pyrodactyl,Lil' Blue Buddy,65.0
Gravity Interactive,Kona,65.0
Pyrodactyl,lil' Sherman,65.0
Shumkov Dmitriy,Ride 2,65.0
"Black Forest Games, THQ Nordic",A Little Shop in Squirrel Town,65.0
Slitherine Ltd.,EreaDrone,65.0
Blazing Griffin Ltd.,Monster Energy Supercross - The Official Videogame,65.0
Pathea Games,Doomed'n Damned,65.0
VALOFE,Everhood,65.0
Flying Cafe for Semianimals,The Legend of Protey,65.0
Blue Isle Publishing,GIGA WRECKER,65.0
"AurumDust, WhisperGames",Bomber Crew,65.0
"AurumDust, WhisperGames",Bombix,65.0
Flazm,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,65.0
PigLion Games,Blueshift,65.0
Simon Blasen,Galactic Mining Corp,65.0
Good Shepherd Entertainment,Dört Model Müzesi,65.0
Good Shepherd Entertainment,DoraKone,65.0
Good Shepherd Entertainment,Doors,65.0
Excalibur Games,The Last Campfire,65.0
Excalibur Games,The Lar,65.0
Studio Monolith,Cradle,65.0
"AurumDust, WhisperGames",Boring Man - Online Tactical Stickman Combat,65.0
Excalibur Games,The Kite,65.0
Awesome Games Studio,Swords and Sandals Classic Collection,65.0
Pragmatix Ltd,Cube Destroyer,65.0
BattleGoat Studios,BH Trials,65.0
Pelican Party Studios,eXceed - Gun Bullet Children,65.0
Awesome Games Studio,Swords 'n Magic and Stuff,65.0
Flying Cafe for Semianimals,The Legend of Tango,65.0
Gravity Interactive,Kopanito All-Stars Soccer,65.0
Ubisoft Entertainment,Mabinogi,65.0
Paradox Interactive,Katja's Abyss: Tactics,65.0
Ubisoft Entertainment,Lup,65.0
"Games Operators, Modus Games",Hidden Ghost Town,65.0
Finji,Draw It! 2,65.0
Emilios Manolidis,Echo Lake,65.0
Ubisoft,Professor Watts Word Search: Space Voyage,65.0
Pixonic,Puzzle Quest 2,65.0
"Games Operators, PlayWay S.A.",Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,65.0
Giiku Games,Phantasmagoria,65.0
"Games Operators, PlayWay S.A.",Atelier Meruru ~The Apprentice of Arland~ DX - メルルのアトリエ ～アーランドの錬金術士３～ DX,65.0
Pathea Games,DOOMBRINGER,65.0
Aspyr,Extinction,65.0
Pathea Games,Doomed to Hell,65.0
Aspyr,External Visions,65.0
"Games Operators, Modus Games",Backfire,65.0
Aslan Game Studio,Epic Clicker Journey,65.0
Emilios Manolidis,Echelon: Wind Warriors,65.0
Ubisoft,Simp Simulator,65.0
Emilios Manolidis,Echo - An Indie Tale,65.0
Emilios Manolidis,Echo Grotto,65.0
"Games Operators, PlayWay S.A.",Atelier Shallie: Alchemists of the Dusk Sea DX,65.0
ShadowWolf Games,BUTCHER,65.0
NeocoreGames,Mech Mechanic Simulator,64.0
Magic Pixel Kft.,Secret Ponchos,64.0
Team17 Digital,City Life 2008,64.0
Devolver Digital,Hacker Evolution Duality,64.0
NeocoreGames,Maze Mania: The Ultimate 3D Maze Game,64.0
tinyBuild,SNKRX,64.0
Winch Gate Property Limited,ETHER VAPOR Remaster,64.0
tinyBuild,Sniper Elite V2 Remastered,64.0
Devolver Digital,Hacker Evolution: Untold,64.0
tinyBuild,Sniper Strike: Special Ops,64.0
Idea Factory International,ANCIENT EVIL,64.0
NeocoreGames,MAZE LORD,64.0
ILMxLAB,Other Worlds India,64.0
tinyBuild,Bomight,64.0
tinyBuild,BombSweeperVR,64.0
tinyBuild,Bombuzal,64.0
Ice Water Games,Whateverland: Prologue,64.0
Team17 Digital,City of Fools,64.0
Ice Water Games,What Makes Us Special,64.0
Team17 Digital,City of Gangsters,64.0
IMGN.PRO,Dreadnought,64.0
Team17 Digital,CityBattle | Virtual Earth (EU),64.0
Team17 Digital,Citystate II,64.0
tinyBuild,Carmageddon TDR 2000,64.0
IMGN.PRO,Draw & Guess,64.0
Mad Head Games,FullBlast,64.0
tinyBuild,Carmageddon 2: Carpocalypse Now,64.0
"Arcen Games, LLC",Jay Fighter: Remastered,64.0
"Arcen Games, LLC",Javols VR,64.0
"Arcen Games, LLC",JASEM: Just Another Shooter with Electronic Music,64.0
Wargaming Labs,Always Higher,64.0
Devolver Digital,Fishing Adventure,64.0
Devolver Digital,Fishing: North Atlantic - Enhanced Edition,64.0
Winch Gate Property Limited,Ether Loop,64.0
505 Games,Stellar Overload,64.0
Deep Silver,DIVINATION,64.0
ARTE France,SuperSmash: Physics Battle,64.0
MovingBlocks,Ichi,64.0
2K,Ruthless Water,64.0
Crunchy Games,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,64.0
2K,Ruzh Delta Z,64.0
"Konami Digital Entertainment, Inc., Konami Digital Entertainement GmbH",Ironclads: Chincha Islands War 1866,64.0
Tripwire Interactive,L.S.S II,64.0
REMIMORY,Euro Fishing,64.0
United Independent Entertainment,CasinoRPG,64.0
Meridian4,Detective Gman,64.0
ARTE France,Superstar Hero,64.0
ARTE France,SuperSecret,64.0
2K,Invictus: In the Shadow of Olympus,64.0
Mighty Games,Freddi Fish 3: The Case of the Stolen Conch Shell,64.0
505 Games,stein.world,64.0
Ravenscourt,Hollow Bliss,64.0
Kitti Sarmuerjai,Lume,64.0
Ysbryd Games,Mage Guard: The Last Grimoire,64.0
"CRAZYDIAMOND CO., LTD.",Wytchwood,64.0
"CINEMAX, s.r.o.",Daily Run,64.0
"CINEMAX, s.r.o.",Daikaiju Daikessen: Versus,64.0
Ysbryd Games,Mage Fort,64.0
Ysbryd Games,Drive//Shaft,64.0
Juvty Worlds Ltd.,Respublica,64.0
Curve Games,Sheltered,64.0
Idea Factory International,Ancient Enemy,64.0
Daedalic Entertainment,MiDZone,64.0
Winch Gate Property Limited,Etherium,64.0
Dark Energy Digital Ltd.,Superfighters Deluxe,64.0
Dark Energy Digital Ltd.,Super Time Force Ultra,64.0
Dark Energy Digital Ltd.,SUPERFIGHT,64.0
"Osarion, Mountaineer",Pix the Cat,64.0
Basaltic studio,Midnight Mysteries,64.0
Daedalic Entertainment,恋爱公寓（My Girl：Love Story）,64.0
Daedalic Entertainment,御龙在天-平衡国战版,64.0
Ysbryd Games,Drive to Hell,64.0
Daedalic Entertainment,Midvinter,64.0
Versus Evil,Stay Close,64.0
Joycity,1954 Alcatraz,64.0
Nacon,Asteion Nights,64.0
Nacon,Astatos,64.0
"LKA, Wired Productions",Kungen,64.0
"LKA, Wired Productions",Bloomee,64.0
Bezbro Games,Farlanders: Prologue,64.0
"Big Cheese Studio, PlayWay S.A.",Darkness Assault,64.0
Muse Games,Contagion,64.0
Three Fields Entertainment,Wrack: Exoverse,64.0
Muse Games,Company of Heroes: Tales of Valor,64.0
Muse Games,Company of Heroes: Opposing Fronts,64.0
TurnVex,Age of Defense,64.0
LLC RIKOR IMT,Emily Wants To Play,64.0
"Grey Havens, LLC",Ready or Not,64.0
Scraping Bottom Games,夏日的回忆,64.0
Freakinware Limited,Incandescent,64.0
High Horse Entertainment,Inquisitor,64.0
THQ Nordic,"Fire in the Goal ""轰个球""",64.0
Sirlin Games,"one night, hot springs",64.0
Game Grumps,Graviteam Tactics: Operation Star,64.0
Electronic Arts,ICBM,64.0
Electronic Arts,Cyber City 2157: The Visual Novel,64.0
"Grey Havens, LLC",Rec Room,64.0
Strategy First,Brick Breaker Ultimate,64.0
"FAT BOMB STUDIOS, LLC",Warhammer Age of Sigmar: Champions,64.0
FreezeNova.Games,Disgraced,64.0
"Grey Havens, LLC",Ravenfield,64.0
Good Shepherd Entertainment,Haunted,64.0
GRASSHOPPER MANUFACTURE INC.,Kosmonavtes: Academy Escape,64.0
Super.com,Hentai Girlfriend Simulator,64.0
Giants Software,Front Mission Evolved,64.0
FlukeDude,Blazing Aries,64.0
Scraping Bottom Games,場外人生,64.0
Good Shepherd Entertainment,Blackthorn Arena,64.0
Good Shepherd Entertainment,Blackwell Convergence,64.0
THQ Nordic,Fire On Fight : Online Multiplayer Shooter,64.0
Extreme Developers,La-Mulana 2,64.0
Super.com,Hentai Girls,64.0
Eversim,Babylonia,63.0
"Intragames Co.,Ltd",Spirits of Mystery: Chains of Promise Collector's Edition,63.0
Daedalic Entertainment,Jamie's Toy Box,63.0
Daedalic Entertainment,Jake's Love Story,63.0
Double Zero One Zero,La Historia De,63.0
Daedalic Entertainment,Jambo,63.0
THQ Nordic,Just Shapes & Beats,63.0
Awesome Games Studio,Save the Ninja Clan,63.0
Daedalic Entertainment,FPV Air 2,63.0
"Intragames Co.,Ltd",Spirits of Mystery: Song of the Phoenix Collector's Edition,63.0
"PlayWay S.A., Rejected Games",ARCADE GAME SERIES: DIG DUG,63.0
Double Zero One Zero,La Fuga,63.0
Double Jump Publishing,变量 Variables,63.0
Microids,"Welcome Home, Love",63.0
Flow Fire Games,Kicks Online,63.0
THQ Nordic,Mighty Gunvolt,63.0
THQ Nordic,Mighty Goose,63.0
Good Shepherd Entertainment,DarkSpace 暗宇战纪,63.0
Good Shepherd Entertainment,DarkSpar,63.0
Phoenix Online Publishing,ASTROVITY,63.0
Telltale,Ranch Simulator,63.0
Phoenix Online Publishing,AstroWings: Space War,63.0
Phoenix Online Publishing,Astrozombies,63.0
Infernum Productions AG,KROSMAGA,63.0
SCP: Escape Together development team,Fantasy of Expedition,63.0
Artifice Studio,Danger Crew,63.0
Artifice Studio,Danger Gazers,63.0
BattleGoat Studios,Jake and the Giant,63.0
Fellow Traveller,Predator: Hunting Grounds,63.0
Fellow Traveller,Praey for the Gods,63.0
Viva Media,Amaranthine Voyage: The Living Mountain Collector's Edition,63.0
Bethesda Softworks,Battlefield 1,63.0
"Laser Guided Games, LLC",Drift GEAR Racing Free,63.0
"Beep Games, Inc.",Lollipop Knight,63.0
Dream Reactor,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,63.0
THQ Nordic,Darkness Ahead,63.0
THQ Nordic,Darklands,63.0
Kalypso Media Digital,​Cubeetle - Game of creation,63.0
Kalypso Media Digital,Ultimus bellum,63.0
Creaky Corpse Ltd,Alphaman,63.0
Creaky Corpse Ltd,Alphadia Genesis 2,63.0
Creaky Corpse Ltd,Alphadeck,63.0
THQ Nordic,Battlevoid: Harbinger,63.0
Transhuman Design,Grace of Zordan,63.0
ChainWave Games,NEKO-NIN exHeart,63.0
Corvostudio di Amadei Marco,Royal Offense,63.0
Colibri Games,STAR WARS - Knights of the Old Republic,63.0
Colibri Games,Getting Over It with Bennett Foddy,63.0
Redhill Games,BANNERMEN,63.0
THQ Nordic,DarkMaus,63.0
Kalypso Media Digital,CubeHub,63.0
Kalypso Media Digital,Ceres,63.0
Kalypso Media Digital,Cepheus Protocol,63.0
Eko Software,Intersolar Overdrive,63.0
"CAPCOM Co., Ltd.",Dragon Spear,63.0
Eko Software,Interstate Drifter 2000,63.0
Blazing Griffin,Poker Night 2,63.0
Bethesda Softworks,BattleBlock Theater,63.0
Might and Delight,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋,63.0
Kuno Interactive,Defend the Highlands: World Tour,63.0
Big Robot Ltd,Sleeping Valley,63.0
Bitbox Ltd.,Vroom Kaboom,63.0
Bitbox Ltd.,Wanda - A Beautiful Apocalypse,63.0
Bitbox Ltd.,Wanderland,63.0
Blazing Griffin,POLYGON: Multiplayer Shooter,63.0
Blazing Griffin,Polarity,63.0
Ravenscourt,Approaching Infinity,63.0
Kuno Interactive,Defend the Fort,63.0
KranX Productions,Sherlock Holmes: The Mystery of the Mummy,63.0
Bohemia Interactive,Children of Orc,63.0
HandyGames,CAR THIEF SIMULATOR 2017,63.0
HandyGames,Car Tehc,63.0
Dream Reactor,HARD BULLET,63.0
Curve Games,Haunted Hotel: The Thirteenth Collector's Edition,63.0
Curve Games,Haunted Hotel: The Axiom Butcher Collector's Edition,63.0
Might and Delight,CHKN,63.0
Retro Yeti Games,50 years,63.0
Spearhead Games,Bomb Bay,63.0
Devolver Digital,Flight Control HD,63.0
Disney,Desert Parkour,63.0
Neognosis,Break the Game,63.0
Gaijin Entertainment Corporation,Confrontation,63.0
"Friend & Foe Games, Gamera Game",Operator,63.0
Game Odyssey Limited,EXAELLA OVG,63.0
nobodyshot,TrackMania² Canyon,63.0
GameTrust Games,A Dream of Burning Sand,63.0
Panoramik Inc,Adventure Slime,63.0
IDEA FRUITION,Zenith,63.0
DigiPen Institute of Technology,Bleeding Border,63.0
"nanos GbR, Square Enix",The NADI Project,63.0
GameTrust Games,A Druid's Duel,63.0
Hi-Bit Studios,Card Blitz: WWII,63.0
1C Entertainment,Blue Sheep,63.0
Naiad Entertainment LLC,Hypermind,63.0
Naiad Entertainment LLC,Hyperide VR,63.0
Naiad Entertainment LLC,Hypergate,63.0
Naiad Entertainment LLC,HYPERGUN,63.0
1C Entertainment,Nancy Drew: Ransom of the Seven Ships,63.0
1C Entertainment,Nancy Drew: Secret of the Old Clock,63.0
GameTrust Games,A Duel Hand Disaster: Trackher,63.0
Santa Ragione,LOVE Obsession,63.0
"Movie Games S.A., PlayWay S.A.",Little Racers STREET,63.0
Spearhead Games,Boltzmann Brain,63.0
"Friend & Foe Games, Gamera Game",Operation TP,63.0
2 Zombie Games,Deep Space Classic,63.0
1C Entertainment,Blue Snake Adventures,63.0
Game Odyssey Limited,EXA: The Infinite Instrument,63.0
Hothead Games,Bitcoin,63.0
Hothead Games,Bitcoin Chill,63.0
Sample Text Studio,Avernum 5,63.0
THQ Nordic,Siralim 3,63.0
爱玩工作室,Shawarma or Shaverma,63.0
Ninja Kiwi,Critical Damage,63.0
Team Forbidden,Quiver Dick's Terrible Tale For Terrible Parents To Read To Their Equally Terrible Children,63.0
1336 Studios,Saturday Morning RPG,63.0
"Saibot Studios, Nimble Giant Entertainment",SlipSlop: World's Hardest Platformer Game,63.0
Mighty Rocket Studio,Fireburst,63.0
Santa Ragione,Love of Dragons,63.0
Neon Doctrine,HuGe,63.0
Vertigo Gaming Inc.,Farnham Fables,62.0
EXOR Studios,Saint Kotar: The Yellow Mask,62.0
Nexon America Inc.,Zombie Party,62.0
Tale of Tales,Concealed Intent,62.0
Jason Oda,UldreVoid,62.0
Tale of Tales,Conc Jump,62.0
Ninja Kiwi,Banners of Ruin,62.0
Taranasus,Poker Tower Defense,62.0
RichMakeGame,Grimtale Island,62.0
Jason Oda,Ulama: Arena of the Gods,62.0
Coffee Stain Publishing,Call of Duty 4: Modern Warfare,62.0
Coffee Stain Publishing,Bully: Scholarship Edition,62.0
Vertigo Gaming Inc.,Fate of WINDSHIFT,62.0
National Westminster Bank plc,THE IMPOSSIBLE,62.0
Vertigo Gaming Inc.,Fate of the World: Tipping Point,62.0
Ninja Kiwi,CrossCells,62.0
Focus Home Interactive,Fantasy Tales Online,62.0
Vidibidi Games®,Dark Swords,62.0
PostMod Softworks,Knight Runaway,62.0
PostMod Softworks,Knight Riot,62.0
Egamea Game Studios,Timeflow – Time & Money Sim,62.0
SNK CORPORATION,Unblock: The Parking,62.0
"Dreadlocks Ltd., Techland, WhisperGames",Impire,62.0
"Dreadlocks Ltd., Techland, WhisperGames",Imperium Romanum Gold Edition,62.0
Kalypso Media Digital,One More Line,62.0
SNK CORPORATION,Unalive,62.0
Funcom,The FOO Show featuring Will Smith,62.0
Ubisoft,Ironclads: High Seas,62.0
Carpe Fulgur LLC,Wing of Misadventure,62.0
Robert Yang,Dementium II HD,62.0
Kitfox Games,Antihorror,62.0
SNK CORPORATION,ABO MANDO,62.0
Electronic Arts,Nobody Saves the World,62.0
Bros Before Giraffes,Divine Stone,62.0
Red Limb Studio,AWS Argentina Wingshooting Simulator,62.0
Red Limb Studio,Awkward Girls,62.0
Electronic Arts,Nomad,62.0
DiezelPower,Aster Fpv Drone Simulator,62.0
Electronic Arts,Normality,62.0
Radiance Games,Multiplayer FPS Demo,62.0
Rising Star Games,Gunslingers of the Wasteland vs. The Zombies From Mars,62.0
Kitfox Games,AntharioN,62.0
"Dreadlocks Ltd., Techland, WhisperGames",Impossible Creatures Steam Edition,62.0
THQ Nordic,Factory Coin Mining,62.0
Bohemia Interactive,Bikini Island Challenge,62.0
Red Limb Studio,Awoken: Chapter One of Reverie,62.0
Carpe Fulgur LLC,Wings! Remastered Edition,62.0
Rising Star Games,Gunslugs 2,62.0
Blindflug Studios AG,Chaos Of Hearts,62.0
Egamea Game Studios,Time Ramesside (A New Reckoning),62.0
Krystian Majewski,Nimbatus - Drone Creator,62.0
Krystian Majewski,Ninja Blade,62.0
Kitfox Games,Antihero,62.0
Kalypso Media Digital,One Night Stand,62.0
Focus Home Interactive,Fantasy Kingdom Simulator,62.0
Positech,Helm or High Water,62.0
Ludeme Games,Cubians : Rescue Princess,62.0
Minor Key Games,Animus - Stand Alone,62.0
Scott Cawthon,Gas Guzzlers Extreme,62.0
"Destructive Creations, All in! Games",A-Gents,62.0
Squinkifer Productions,Destructo,62.0
Squinkifer Productions,DestructoPod,62.0
City Interactive S.A.,Cut the Rope,62.0
Focus Home Interactive,How to Sing to Open Your Heart,62.0
Gearbox Publishing,Warriors of Vilvatikta,62.0
